Filename,AMP,ANDC,AWL,CAUS,CONC,COND,CONJ,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PHC,PIN,PIT,PLACE,POMD,PRED,PRMD,RB,SPP2,SYNE,THAC,THVC,TIME,TO,TOBJ,TPP3,TSUB,TTR,VBD,VPRT,XX0,[BEMA],[BYPA],[CONT],[PASS],[PASTP],[PEAS],[PIRE],[PRESP],[PRIV],[PROD],[PUBV],[SERE],[SMP],[SPAU],[SPIN],[STPR],[SUAV],[THATD],[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],Underused_variables,Overused_variables,
sample3,1.35,1.67,1.20,3.00,-0.62,-0.41,1.19,2.10,0.67,-0.52,-1.25,-0.76,-1.22,-0.74,-0.61,-0.46,-0.70,-0.74,2.71,-0.38,4.25,-0.91,-1.26,0.01,0.75,0.47,-0.31,1.19,-0.21,-1.86,-0.72,-1.06,-0.50,0.48,-1.49,5.14,3.55,-0.29,13.12,0,-1.22,-0.17,0.66,-1.01,0.62,-0.73,1.62,-0.25,-1.06,3.64,0.35,0.97,-0.86,-0.28,-0.25,-0.80,-0.96,16000.00,-0.74,0.06,-0.37,-0.60,-0.82,-0.33,-1.05,-0.29,-0.89,,CAUS DEMO NEMD NOMZ TO TOBJ TSUB [PIRE] [SPIN] 
sample2,1.38,0.60,0.02,0.00,2.00,0.32,3.19,-0.33,1.25,-0.04,-0.56,1.26,-0.06,-0.43,-1.00,-0.46,-0.15,0.32,-0.48,0.22,0.24,-0.91,1.89,-0.27,0.49,-0.29,0.46,3.88,0.93,-1.62,0.43,-0.38,-0.50,1.03,-0.57,5.09,2.18,-0.06,2.12,0,-0.55,-0.72,0.34,-0.19,0.23,-0.67,-0.33,-0.25,-0.85,0.36,0.65,-0.20,-0.26,-0.06,2.50,2.40,-0.92,0.00,-0.74,1.81,-0.49,-0.60,-0.82,-0.33,1.60,-0.45,-0.89,,CONJ PRED TO TOBJ TSUB [SERE] [SMP] 
sample9,0.27,1.52,2.38,-0.65,-0.62,-0.36,10.88,1.26,0.10,-0.52,-1.25,-1.10,-1.22,-0.39,-0.50,-0.46,-0.70,2.62,1.43,1.49,0.97,3.73,4.37,-0.42,-1.21,-0.41,0.29,2.12,1.48,-1.99,-0.72,1.06,-0.50,-1.14,-0.03,1.57,2.36,-0.88,1.62,0,-0.93,-0.98,-1.11,-1.20,-0.62,-0.73,-0.68,-0.25,-0.35,0.91,-0.59,-0.75,-0.86,1.07,4.00,0.90,0.52,17000.00,-0.74,1.81,-0.34,-0.60,-0.82,-0.33,1.50,-0.81,0.06,,AWL CONJ JJ OSUB PHC PRED TOBJ [SERE] [SPIN] 
sample1,1.81,0.35,0.80,-0.65,-0.62,0.55,7.00,4.12,0.06,1.09,1.06,2.33,0.17,-0.62,-0.21,-0.46,-0.10,0.52,0.76,-0.35,1.45,-0.91,1.48,-1.33,0.63,0.18,4.34,5.81,1.62,-1.27,-0.54,-1.06,-0.50,-0.72,-1.49,3.30,4.91,-1.16,5.62,0,-1.28,-0.50,0.84,-0.12,0.31,-0.73,-0.14,2.75,-1.17,0.45,0.88,-0.78,-0.86,0.41,-0.25,-0.80,1.28,12000.00,-0.74,0.26,-0.15,-0.60,-0.82,-0.33,2.05,-0.81,0.50,,CONJ DEMO EMPH POMD PRED TO TOBJ TSUB [PASTP] [SPIN] [WHSUB] 
sample8,0.27,1.52,2.38,-0.65,-0.62,-0.36,10.88,1.26,0.10,-0.52,-1.25,-1.10,-1.22,-0.39,-0.50,-0.46,-0.70,2.62,1.43,1.49,0.97,3.73,4.37,-0.42,-1.21,-0.41,0.29,2.12,1.48,-1.99,-0.72,1.06,-0.50,-1.14,-0.03,1.57,2.36,-0.88,1.62,0,-0.93,-0.98,-1.11,-1.20,-0.62,-0.73,-0.68,-0.25,-0.35,0.91,-0.59,-0.75,-0.86,1.07,4.00,0.90,0.52,17000.00,-0.74,1.81,-0.34,-0.60,-0.82,-0.33,1.50,-0.81,0.06,,AWL CONJ JJ OSUB PHC PRED TOBJ [SERE] [SPIN] 
sample5,-0.15,4.90,2.60,0.71,-0.62,-1.14,2.19,-0.14,-0.96,-0.52,1.69,-0.95,-1.22,-0.15,0.00,-0.46,-0.70,0.74,0.10,2.46,1.69,3.36,9.11,-0.22,-0.46,-0.24,2.34,-1.81,-1.33,-0.94,-0.72,0.38,-0.50,-1.14,-1.49,0.25,1.36,-1.23,5.38,0,-1.24,-0.50,-1.02,-2.24,1.15,-0.73,0.32,-0.25,-1.65,-0.64,-0.59,0.51,-0.86,-0.56,5.50,-0.80,-0.32,0.00,-0.74,5.06,-0.76,1.70,0.53,-0.33,0.10,0.71,-0.89,[BEMA] ,ANDC AWL CONJ NN OSUB PHC POMD TSUB [SERE] [SUAV] 
sample10,-0.54,1.44,2.40,-0.65,-0.62,-1.14,4.81,1.26,-0.17,-0.52,0.31,-0.29,-1.22,-0.75,-1.84,-0.46,-0.70,3.51,0.81,0.02,3.37,6.00,3.89,-0.76,0.34,-0.91,1.97,3.08,1.69,-2.00,-0.72,0.50,-0.50,0.17,-0.77,0.73,3.91,-1.10,2.62,0,-1.24,-0.90,-0.15,-1.52,-0.62,-0.73,-0.68,-0.25,-1.17,5.09,0.18,-0.39,-0.49,-0.72,9.25,0.50,-1.20,0.00,-0.74,1.52,-0.15,-0.60,0.65,-0.33,-1.05,-0.81,-0.89,,AWL CONJ JJ NOMZ OSUB PHC PRED TOBJ TSUB [PIRE] [SERE] 
sample7,-1.04,1.60,1.63,0.35,1.50,-1.14,5.81,-1.52,0.12,-0.52,0.94,2.24,-0.28,-0.51,1.84,-0.46,-0.70,2.07,-1.00,2.54,1.17,-0.91,5.85,-0.43,-0.46,0.62,0.83,2.23,-0.50,-1.74,-0.72,2.19,-0.50,0.07,-1.00,-0.16,0.82,-1.25,-0.50,0,-1.32,-0.79,-0.25,-0.96,-0.62,-0.73,-0.67,-0.25,-1.65,-0.64,1.47,-1.06,-0.86,2.78,-0.25,-0.80,-0.80,0.00,-0.11,1.32,0.95,-0.60,-0.82,-0.33,-1.05,-0.26,0.06,,CONJ EMPH JJ NN PHC PRED SYNE [PUBV] 
smaple4,-0.31,-0.15,2.45,-0.65,-0.62,-0.27,6.31,-0.57,0.60,-0.52,-0.06,-0.60,-1.22,-0.39,0.13,-0.46,-0.70,2.87,-0.10,1.05,1.23,-0.91,5.00,0.61,-0.13,-0.35,3.71,-0.35,-1.33,-1.59,-0.72,2.44,-0.50,0.17,-0.94,1.04,2.73,-1.00,-0.50,0,-1.26,-0.51,-1.39,-1.59,0.85,-0.73,-1.17,-0.25,-1.65,2.82,-0.59,1.52,-0.86,-0.39,-0.25,-0.80,-1.44,0.00,-0.04,0.87,-0.76,3.20,1.41,-0.33,-1.05,-0.19,-0.89,,AWL CONJ JJ PHC POMD SYNE TOBJ [PIRE] [WHCL] 
sample6,-0.46,1.25,2.08,0.24,1.25,-1.14,6.75,0.50,-0.33,-0.52,-0.31,-0.79,-1.22,-0.75,-1.45,-0.46,-0.70,2.30,1.14,1.36,1.24,1.82,3.19,-0.26,-0.18,0.85,2.66,1.08,4.76,-1.85,-0.72,0.81,-0.50,0.41,-1.06,0.84,-0.73,-0.80,8.88,0,-1.17,-1.03,-0.41,-1.23,0.54,-0.73,-0.09,-0.25,-1.65,2.09,-0.59,-0.42,-0.86,-0.87,3.50,2.20,-0.40,0.00,-0.74,3.94,-0.76,-0.60,0.94,-0.33,1.20,-0.81,0.78,,AWL CONJ JJ PHC POMD PRMD TSUB [PIRE] [SERE] [SMP] [SUAV] 
